refugee_id,family_size,origin_country,primary_language,education_level,skill_type,years_experience,trauma_level,aid_dependency_ratio,has_family_network,preferred_cost_level,adaptability_index
19213,3,Country_110,Spanish,Master,Retail,4,4,0.62,0,High,0.22
19214,8,Country_47,French,Secondary,Logistics,10,3,0.12,0,High,0.49
19215,2,Country_38,Swahili,Secondary,Healthcare,10,1,0.41,0,Low,0.63
19216,2,Country_48,French,Bachelor,Logistics,24,4,0.18,1,High,0.41
19217,3,Country_49,Urdu,Master,Teaching,19,4,0.1,0,Medium,0.44
19218,7,Country_29,Dari,Primary,Plumbing,7,1,0.35,0,High,1.0
19219,5,Country_113,English,Secondary,Carpentry,5,2,0.96,0,Low,0.28
19220,5,Country_42,Dari,Master,Agriculture,0,2,0.89,1,High,0.44
19221,5,Country_51,English,Secondary,Healthcare,24,5,0.21,0,Low,0.65
19222,1,Country_20,Urdu,Master,Engineering,9,4,0.83,0,Low,0.28
19223,4,Country_102,Dari,Primary,Engineering,10,5,0.68,1,Low,0.3
19224,4,Country_114,Arabic,Master,Agriculture,21,3,0.19,0,Low,0.95
19225,5,Country_13,Swahili,Bachelor,Teaching,17,2,0.27,1,Low,0.21
19226,2,Country_71,Arabic,Bachelor,Healthcare,4,5,0.02,0,Low,0.33
19227,6,Country_13,Arabic,Bachelor,Engineering,11,3,0.21,0,Low,0.59
19228,4,Country_82,English,Bachelor,Engineering,16,1,0.49,0,High,0.3
19229,4,Country_110,English,None,Plumbing,12,3,0.86,1,Low,0.45
19230,7,Country_52,Urdu,Master,Construction,21,2,0.42,1,High,0.93
19231,3,Country_52,French,None,Retail,14,4,0.18,0,High,0.99
19232,4,Country_69,Spanish,Secondary,Healthcare,6,2,0.09,0,Low,0.41
19233,5,Country_3,Spanish,Master,IT,9,3,0.42,0,High,0.79
19234,7,Country_31,Arabic,None,Plumbing,18,3,0.85,0,Medium,0.57
19235,3,Country_43,Urdu,Secondary,Retail,24,2,0.22,0,Low,0.25
19236,3,Country_43,Urdu,Master,Engineering,19,2,0.05,1,High,0.35
19237,5,Country_119,English,Secondary,Teaching,3,2,0.91,0,High,0.27
19238,4,Country_104,Swahili,Secondary,Construction,5,5,0.12,0,Medium,0.96
19239,5,Country_47,Swahili,Master,Plumbing,7,4,0.91,1,High,0.61
19240,3,Country_22,Dari,Primary,Agriculture,3,3,0.47,1,Medium,0.23
19241,1,Country_117,Spanish,Primary,Retail,2,3,0.98,0,Medium,0.78
19242,1,Country_107,Urdu,Master,Construction,15,2,0.16,0,Low,0.58
19243,8,Country_118,English,None,Teaching,17,2,0.51,1,Medium,0.28
19244,6,Country_16,English,None,Plumbing,18,4,0.05,0,High,0.01
19245,2,Country_93,Arabic,Secondary,IT,3,1,0.53,1,Low,0.83
19246,6,Country_89,Spanish,Secondary,Engineering,3,4,0.59,0,Low,0.28
19247,7,Country_27,French,Bachelor,Logistics,2,5,0.8,0,Low,0.29
19248,8,Country_112,French,Bachelor,IT,11,2,0.83,0,Medium,0.3
19249,6,Country_3,Urdu,Secondary,Logistics,9,4,0.99,0,Medium,0.33
19250,2,Country_68,French,Master,Retail,17,2,0.56,1,Medium,0.47
19251,8,Country_75,Swahili,Secondary,Plumbing,21,4,0.66,0,Low,0.27
19252,1,Country_35,Dari,Primary,Agriculture,11,3,0.43,0,High,0.46
19253,8,Country_105,French,Bachelor,Teaching,12,1,0.24,1,Low,0.04
19254,2,Country_28,Dari,Bachelor,Plumbing,7,4,0.19,1,Medium,0.32
19255,1,Country_109,Swahili,Bachelor,Carpentry,8,5,0.8,0,Low,0.56
19256,2,Country_60,Dari,Bachelor,Carpentry,19,2,0.89,0,Medium,0.11
19257,8,Country_2,Urdu,Master,Plumbing,13,3,0.65,1,Medium,0.81
19258,7,Country_117,Swahili,Master,Construction,8,4,0.73,1,Low,0.56
19259,5,Country_10,Spanish,None,Teaching,10,3,0.23,1,Medium,0.83
19260,8,Country_95,Dari,Master,Teaching,8,3,0.24,0,Medium,0.2
19261,8,Country_91,English,Master,Healthcare,11,3,0.93,1,High,0.56
19262,7,Country_59,Urdu,Master,Healthcare,4,2,0.98,0,Low,0.64
19263,5,Country_57,Urdu,Master,Carpentry,24,2,0.21,0,Medium,0.43
19264,1,Country_73,Dari,Primary,Teaching,7,3,0.03,0,Low,0.39
19265,1,Country_93,Dari,None,Plumbing,5,3,0.01,0,High,0.7
19266,4,Country_74,Swahili,Secondary,Engineering,23,3,0.49,1,Medium,0.85
19267,7,Country_22,English,Primary,Carpentry,24,4,0.9,1,Low,0.82
19268,5,Country_18,Swahili,Secondary,Engineering,2,1,0.03,0,Medium,0.93
19269,6,Country_14,Dari,Master,Logistics,11,5,0.61,1,Medium,0.03
19270,4,Country_8,Spanish,Secondary,Logistics,25,2,0.56,0,High,0.3
19271,2,Country_92,Swahili,Secondary,Retail,1,3,0.8,0,Low,0.92
19272,3,Country_77,Spanish,Bachelor,Retail,11,2,0.61,0,High,0.38
19273,8,Country_44,Spanish,Secondary,Plumbing,6,3,0.43,0,Medium,0.49
19274,4,Country_120,Swahili,Master,Logistics,8,3,0.26,0,Low,0.0
19275,7,Country_117,Urdu,Master,Construction,20,5,0.28,1,High,0.13
19276,3,Country_21,Dari,Primary,Logistics,5,4,0.77,1,Medium,0.52
19277,6,Country_79,Arabic,Secondary,Construction,15,1,0.84,0,Medium,0.87
19278,3,Country_72,English,Secondary,Healthcare,9,1,0.6,1,Medium,0.26
19279,8,Country_93,English,Secondary,Healthcare,5,3,0.65,1,High,0.59
19280,5,Country_54,Spanish,Master,IT,1,4,0.05,1,High,0.69
19281,3,Country_99,Urdu,Primary,Carpentry,13,2,0.0,0,High,0.52
19282,3,Country_85,Urdu,None,Healthcare,5,2,1.0,0,Low,0.6
19283,6,Country_58,Swahili,Master,Healthcare,18,3,0.06,0,Medium,0.48
19284,7,Country_76,Spanish,Secondary,Engineering,1,5,0.66,0,Medium,0.92
19285,6,Country_92,French,Secondary,Retail,25,4,0.28,0,Low,0.36
19286,3,Country_67,Urdu,Bachelor,Logistics,22,2,0.38,0,Medium,0.43
19287,2,Country_72,English,Bachelor,Teaching,19,3,0.73,0,Low,0.29
19288,5,Country_14,Urdu,Secondary,Agriculture,19,4,0.28,0,High,0.75
19289,6,Country_115,Spanish,None,Carpentry,0,3,0.45,0,Low,0.23
19290,1,Country_2,Arabic,None,Carpentry,5,1,0.02,1,Low,0.79
19291,8,Country_120,Urdu,None,Logistics,1,4,0.86,0,Low,0.36
19292,1,Country_70,Spanish,Master,Agriculture,3,2,0.46,1,High,0.88
19293,2,Country_89,Swahili,Bachelor,Engineering,20,3,0.97,0,High,0.53
19294,6,Country_95,French,Secondary,Teaching,18,5,0.36,1,Low,0.1
19295,5,Country_26,Dari,Secondary,Logistics,14,5,0.19,0,Medium,0.73
19296,7,Country_4,Spanish,Secondary,Logistics,3,4,0.69,0,Low,0.13
19297,1,Country_81,Spanish,None,Agriculture,18,5,0.3,0,Low,0.16
19298,8,Country_93,Dari,Primary,Healthcare,0,3,0.96,0,Low,0.22
19299,4,Country_113,Dari,Master,Retail,1,1,0.88,0,Low,0.08
19300,5,Country_18,Arabic,Primary,Agriculture,4,5,0.12,0,High,0.65
19301,7,Country_97,Dari,Secondary,Construction,25,5,0.62,1,Low,0.05
19302,2,Country_70,Spanish,Secondary,Healthcare,21,2,0.6,0,Medium,0.93
19303,6,Country_71,Arabic,None,Retail,18,2,0.83,0,High,0.54
19304,5,Country_31,Arabic,None,Plumbing,11,3,0.43,1,High,0.21
19305,8,Country_65,Swahili,None,Construction,4,3,0.65,1,Low,0.9
19306,4,Country_78,Spanish,Primary,IT,7,4,0.4,0,Medium,0.87
19307,8,Country_2,Arabic,Master,Agriculture,6,5,0.7,0,High,0.35
19308,1,Country_108,Swahili,None,Carpentry,22,2,0.69,0,High,0.2
19309,4,Country_87,Arabic,Primary,Agriculture,25,3,0.19,0,Medium,0.32
19310,1,Country_70,Spanish,Bachelor,Engineering,19,2,0.57,0,High,0.8
19311,3,Country_79,English,Secondary,Retail,10,4,0.24,0,Low,0.92
19312,3,Country_30,French,Bachelor,Agriculture,16,4,0.99,0,Low,0.42
19313,5,Country_29,French,None,Retail,11,4,0.2,1,Low,0.68
19314,7,Country_57,English,Primary,Carpentry,1,3,0.68,0,Low,0.84
19315,6,Country_42,Spanish,None,Construction,19,2,0.03,1,High,0.26
19316,3,Country_92,Urdu,Bachelor,Logistics,12,5,0.56,1,High,0.89
19317,7,Country_80,Spanish,Master,Teaching,16,4,0.21,1,Low,0.82
19318,4,Country_76,Urdu,Master,Teaching,20,4,0.36,0,High,0.01
19319,5,Country_56,Urdu,None,IT,12,2,0.76,0,Low,0.83
19320,4,Country_9,Swahili,Primary,Healthcare,6,2,0.17,0,Medium,0.21
19321,6,Country_51,Spanish,Bachelor,Logistics,16,2,0.98,1,Low,0.02
19322,7,Country_106,English,Bachelor,Carpentry,0,3,0.22,1,Low,0.27
19323,7,Country_28,Dari,Bachelor,Retail,24,3,0.7,0,Medium,0.55
19324,2,Country_82,Urdu,Primary,Retail,3,3,0.66,1,High,0.24
19325,6,Country_25,Arabic,Master,Teaching,4,1,0.51,0,Low,0.2
19326,4,Country_5,Spanish,None,Retail,6,5,0.02,1,Medium,0.62
19327,1,Country_92,Swahili,Primary,Teaching,24,2,0.1,0,Medium,0.88
19328,7,Country_67,English,None,Logistics,1,2,0.09,0,Medium,0.24
19329,7,Country_63,Swahili,Master,Carpentry,0,1,0.42,0,Low,0.58
19330,5,Country_72,English,Master,Plumbing,9,5,0.47,0,Low,0.73
19331,4,Country_75,Spanish,Primary,Logistics,5,2,0.02,1,Medium,0.47
19332,3,Country_41,English,Secondary,Engineering,24,3,0.09,1,Medium,0.47
19333,3,Country_73,Spanish,Primary,Retail,7,5,0.18,1,Medium,0.19
19334,2,Country_84,Arabic,Secondary,Retail,2,1,0.99,0,Medium,0.15
19335,2,Country_83,French,Secondary,Engineering,0,5,0.86,1,Medium,0.99
19336,8,Country_28,English,Bachelor,Plumbing,6,2,0.17,1,Low,0.4
19337,4,Country_31,Spanish,Primary,Construction,14,3,0.47,0,Medium,0.95
19338,7,Country_61,Swahili,None,Retail,21,4,0.43,1,High,0.89
19339,5,Country_110,Dari,Primary,Engineering,23,1,0.46,0,Low,0.63
19340,8,Country_53,Urdu,Bachelor,Engineering,4,5,0.36,1,Medium,0.67
19341,3,Country_112,Urdu,Secondary,Teaching,13,1,0.98,1,Medium,0.01
19342,5,Country_6,Urdu,Primary,Logistics,21,1,0.84,0,High,0.32
19343,3,Country_25,Spanish,None,Carpentry,19,2,0.67,0,Low,0.21
19344,1,Country_36,Swahili,Bachelor,Plumbing,25,4,0.59,1,High,0.09
19345,2,Country_18,Spanish,None,IT,11,1,0.28,1,Low,0.52
19346,3,Country_34,English,None,Engineering,22,2,0.13,0,Low,0.3
19347,5,Country_82,English,Bachelor,Plumbing,2,5,0.23,0,Low,0.12
19348,4,Country_117,Urdu,Bachelor,Teaching,6,1,0.7,1,Low,0.5
19349,2,Country_79,Dari,Secondary,Agriculture,15,1,0.5,0,Low,0.25
19350,8,Country_93,Swahili,Master,Plumbing,8,1,0.54,0,Medium,0.44
19351,1,Country_48,Arabic,None,IT,24,1,0.21,1,Medium,0.64
19352,7,Country_11,Arabic,Master,Plumbing,24,5,0.12,0,Medium,0.33
19353,6,Country_11,Spanish,Primary,Teaching,11,4,0.52,0,High,0.64
19354,2,Country_106,Dari,Primary,Agriculture,8,3,0.35,0,High,0.27
19355,5,Country_67,Urdu,Secondary,Teaching,1,2,0.16,0,Medium,0.69
19356,4,Country_88,Swahili,Master,Logistics,20,4,0.4,1,Medium,0.34
19357,7,Country_85,English,Primary,Healthcare,25,2,0.19,0,High,0.23
19358,7,Country_44,Arabic,None,Agriculture,4,1,0.05,1,Low,0.33
19359,1,Country_97,Spanish,Primary,Engineering,5,2,0.33,1,High,0.84
19360,2,Country_97,French,Primary,Teaching,21,4,0.16,0,Low,0.25
19361,6,Country_90,Swahili,Master,Retail,1,2,0.79,1,Low,0.23
19362,3,Country_16,Swahili,Secondary,Construction,3,4,0.01,1,High,0.13
19363,1,Country_103,English,Secondary,Construction,6,5,0.78,0,High,0.94
19364,2,Country_4,French,Master,Engineering,23,3,0.62,0,Low,0.34
19365,8,Country_107,Dari,Secondary,IT,10,1,0.09,1,Low,0.85
19366,3,Country_79,Dari,Secondary,Engineering,16,2,0.59,0,Medium,0.64
19367,2,Country_58,Dari,Secondary,Plumbing,25,3,0.47,0,Low,0.84
19368,5,Country_18,Urdu,Master,Healthcare,14,2,0.49,1,Low,0.23
19369,4,Country_85,Dari,Master,Logistics,12,5,0.25,0,Low,0.25
19370,8,Country_16,Urdu,Bachelor,Healthcare,0,4,0.08,0,High,0.9
19371,1,Country_33,Swahili,Bachelor,Healthcare,11,2,0.72,0,Medium,0.89
19372,4,Country_1,Dari,Bachelor,Logistics,15,3,0.19,1,High,0.1
19373,8,Country_53,Arabic,Primary,Retail,11,4,0.39,1,Medium,0.93
19374,4,Country_20,Swahili,Primary,Logistics,15,2,0.28,0,High,0.25
19375,8,Country_98,English,None,IT,7,5,0.95,0,High,0.8
19376,6,Country_67,Swahili,Master,Teaching,10,4,0.95,1,High,0.21
19377,7,Country_2,Urdu,Primary,Carpentry,15,5,0.02,1,Medium,0.1
19378,2,Country_86,English,Bachelor,Carpentry,17,1,0.78,0,Low,0.38
19379,3,Country_34,Arabic,Master,Logistics,22,4,0.17,1,High,0.62
19380,2,Country_118,French,Secondary,Agriculture,12,1,0.09,0,High,0.25
19381,3,Country_103,Spanish,None,IT,5,2,0.89,1,Medium,0.31
19382,8,Country_56,Urdu,None,Teaching,21,2,0.22,1,Medium,0.38
19383,4,Country_39,Swahili,Secondary,Healthcare,15,5,0.98,0,Medium,0.65
19384,5,Country_23,Swahili,None,Teaching,14,1,0.67,1,Low,0.85
19385,5,Country_63,Spanish,Secondary,Teaching,0,3,0.82,1,High,0.4
19386,3,Country_40,Swahili,Secondary,Construction,7,2,0.27,0,Medium,0.83
19387,6,Country_56,Dari,None,Plumbing,14,3,0.84,1,Medium,0.02
19388,1,Country_100,Spanish,Master,Carpentry,1,5,0.73,1,Low,0.82
19389,2,Country_35,English,Bachelor,Agriculture,19,2,0.84,1,Low,0.59
19390,5,Country_109,French,Primary,Plumbing,10,4,0.52,0,Medium,0.34
19391,6,Country_83,Arabic,Primary,IT,20,4,0.26,0,Low,1.0
19392,7,Country_14,French,None,Retail,8,2,0.17,0,Low,0.2
19393,6,Country_38,Urdu,Primary,Healthcare,10,1,0.71,0,Low,0.63
19394,5,Country_47,Dari,None,Logistics,9,4,0.99,0,High,0.73
19395,2,Country_112,Urdu,Primary,IT,2,2,0.27,0,Medium,0.31
19396,7,Country_45,English,Primary,Healthcare,24,4,0.79,0,High,0.05
19397,4,Country_68,Swahili,Master,Retail,4,1,0.51,0,Medium,0.65
19398,3,Country_15,English,None,Agriculture,4,2,0.75,1,Medium,0.0
19399,5,Country_38,Urdu,Master,Engineering,1,3,0.73,1,High,0.1
19400,5,Country_56,English,Secondary,Healthcare,17,4,0.71,0,High,0.21
19401,7,Country_15,Dari,None,Plumbing,10,5,0.2,0,Low,0.06
19402,4,Country_21,Swahili,Secondary,Agriculture,4,2,0.56,0,Medium,0.6
19403,1,Country_80,Swahili,None,Logistics,3,3,0.55,0,Medium,0.43
19404,4,Country_102,English,None,Plumbing,25,1,0.88,1,High,0.76
19405,8,Country_101,Urdu,Secondary,Retail,5,1,0.42,0,Medium,0.56
19406,5,Country_106,Arabic,Master,Healthcare,2,1,0.97,1,High,0.0
19407,8,Country_38,French,None,Construction,24,3,0.83,1,High,0.81
19408,6,Country_48,English,Bachelor,Teaching,2,4,0.65,0,Medium,0.57
19409,3,Country_75,Dari,None,Retail,8,5,0.59,0,High,0.24
19410,6,Country_76,Swahili,None,Agriculture,9,5,0.54,1,Medium,0.75
19411,2,Country_81,Dari,Master,Retail,10,2,0.78,0,High,0.73
19412,3,Country_13,English,None,Engineering,6,5,0.07,1,Low,0.27
19413,7,Country_50,Spanish,Primary,Healthcare,0,3,0.1,0,High,0.08
19414,8,Country_111,English,Master,Logistics,18,5,0.8,0,High,0.34
19415,7,Country_13,Arabic,Secondary,Logistics,15,3,0.49,1,High,0.02
19416,3,Country_69,Swahili,Secondary,Plumbing,4,2,0.27,0,Medium,0.56
19417,8,Country_78,Swahili,None,Teaching,13,4,0.56,0,High,0.78
19418,5,Country_89,English,Bachelor,Engineering,16,3,0.49,1,Medium,0.23
19419,2,Country_114,Swahili,Master,Engineering,18,3,0.31,0,Medium,0.97
19420,4,Country_24,English,Primary,Plumbing,6,1,0.88,1,High,0.56
19421,3,Country_69,Urdu,Secondary,Retail,25,3,0.23,1,High,0.82
19422,3,Country_11,Swahili,Secondary,Logistics,6,3,0.68,1,Low,0.49
19423,2,Country_91,Swahili,Secondary,Logistics,5,2,0.4,1,High,0.33
19424,3,Country_43,French,Bachelor,IT,24,4,0.02,1,High,0.26
19425,7,Country_28,French,Secondary,Construction,20,3,0.76,1,Low,0.67
19426,2,Country_15,Arabic,Secondary,Carpentry,13,5,0.61,1,High,0.81
19427,7,Country_57,English,Bachelor,Logistics,17,5,0.63,1,Low,0.48
19428,3,Country_93,Urdu,Secondary,Healthcare,5,2,0.05,1,High,0.85
19429,2,Country_52,French,Master,Retail,1,1,0.29,0,High,0.34
19430,5,Country_100,Dari,Primary,Agriculture,18,4,0.94,1,High,0.22
19431,4,Country_49,Urdu,Secondary,Teaching,16,5,0.18,0,Medium,0.87
19432,3,Country_61,Spanish,None,Plumbing,21,3,0.02,1,Medium,0.93
19433,6,Country_91,Arabic,Bachelor,Logistics,22,4,0.13,0,Low,0.77
19434,6,Country_25,Spanish,Primary,IT,6,3,0.91,0,Low,0.55
19435,4,Country_50,English,Primary,Construction,9,1,0.75,1,Medium,0.89
19436,7,Country_114,Spanish,None,Engineering,14,1,0.8,1,Medium,0.07
19437,7,Country_63,Dari,Bachelor,Logistics,0,3,0.26,0,Medium,0.08
19438,4,Country_102,Urdu,Bachelor,Agriculture,14,2,0.38,0,High,0.58
19439,3,Country_99,Swahili,Primary,Healthcare,24,3,0.75,1,Medium,0.6
19440,2,Country_49,Arabic,Bachelor,Teaching,9,4,0.99,1,High,0.15
19441,5,Country_70,Dari,Master,Teaching,15,2,0.58,1,High,0.4
19442,4,Country_72,Spanish,None,Retail,11,2,0.43,1,Low,0.61
19443,2,Country_33,Arabic,Master,Carpentry,1,3,0.18,0,High,0.95
19444,4,Country_46,Spanish,None,Teaching,25,2,0.41,1,High,0.65
19445,4,Country_18,Spanish,Master,IT,24,5,0.48,1,Low,0.84
19446,2,Country_66,Urdu,Primary,Logistics,1,1,0.5,0,High,0.35
19447,2,Country_56,Urdu,Bachelor,Teaching,4,2,0.96,1,Low,0.47
19448,4,Country_1,Swahili,Bachelor,Agriculture,4,5,0.42,1,High,0.06
19449,6,Country_116,English,None,Logistics,1,3,0.49,0,Low,0.77
19450,3,Country_26,Arabic,Secondary,Logistics,19,1,0.35,1,High,0.74
19451,8,Country_98,Spanish,None,Engineering,20,3,0.26,1,Low,0.71
19452,8,Country_40,Spanish,None,Healthcare,2,1,0.4,0,High,0.81
19453,6,Country_114,Spanish,Bachelor,Teaching,21,1,0.69,0,High,0.86
19454,4,Country_45,Arabic,Secondary,Teaching,0,5,0.69,1,Low,0.19
19455,6,Country_28,Spanish,Secondary,Plumbing,4,3,0.33,0,High,0.98
19456,4,Country_108,French,Primary,Engineering,19,1,0.44,1,Medium,0.89
19457,4,Country_91,English,Master,Construction,11,3,0.4,1,Low,0.01
19458,5,Country_109,Swahili,Master,IT,16,5,0.21,0,Medium,0.17
19459,6,Country_22,Swahili,Master,Healthcare,4,1,0.39,1,High,0.05
19460,3,Country_57,English,Secondary,Retail,2,1,0.64,1,Medium,0.68
19461,3,Country_4,Swahili,Bachelor,Agriculture,5,5,0.66,0,High,0.57
19462,4,Country_106,Dari,Bachelor,Engineering,5,5,0.03,1,Medium,0.95
19463,5,Country_103,French,Secondary,Engineering,13,4,0.38,1,Medium,0.63
19464,3,Country_94,English,Master,Carpentry,12,3,0.31,0,Low,0.63
19465,3,Country_45,English,None,Agriculture,10,5,0.35,0,Medium,0.16
19466,6,Country_41,Spanish,None,Carpentry,22,5,0.32,0,High,0.51
19467,7,Country_3,Urdu,Master,IT,21,2,0.83,0,High,0.59
19468,1,Country_57,Arabic,Master,Construction,17,5,0.24,1,Medium,0.91
19469,5,Country_8,French,Master,Plumbing,25,1,0.02,1,Medium,0.53
19470,4,Country_28,Arabic,Master,Retail,3,3,0.96,1,Low,0.07
19471,2,Country_27,French,Bachelor,Retail,9,2,0.14,1,Medium,0.85
19472,6,Country_51,Dari,Bachelor,Healthcare,20,1,0.06,0,Medium,0.49
19473,5,Country_43,Urdu,None,Teaching,9,5,0.53,0,High,0.07
19474,1,Country_44,Urdu,Bachelor,Engineering,22,5,0.57,1,Medium,0.12
19475,3,Country_86,Spanish,Bachelor,Plumbing,0,5,0.21,1,Medium,0.55
19476,1,Country_44,Swahili,None,Carpentry,22,4,0.38,1,Medium,0.8
19477,7,Country_13,Urdu,Primary,Agriculture,5,3,0.15,0,Medium,0.25
19478,2,Country_39,Arabic,Secondary,Teaching,17,4,0.62,1,Medium,0.72
19479,3,Country_20,Swahili,Master,Logistics,4,1,0.48,0,High,0.9
19480,2,Country_114,Dari,Master,Construction,22,2,0.77,0,Low,0.65
19481,3,Country_33,Urdu,Primary,Plumbing,25,2,0.35,1,Medium,0.95
19482,6,Country_50,Swahili,Secondary,Plumbing,18,3,0.24,0,Low,0.69
19483,7,Country_23,Arabic,None,Healthcare,0,5,0.28,1,Low,0.48
19484,8,Country_89,Arabic,Secondary,Logistics,4,2,0.55,0,Medium,0.06
19485,1,Country_66,Swahili,Primary,Retail,24,4,0.16,0,Low,0.86
19486,2,Country_48,French,Bachelor,Construction,10,5,0.7,1,Low,0.51
19487,5,Country_14,English,Master,Agriculture,21,5,0.31,1,Low,0.52
19488,4,Country_53,Dari,Primary,Construction,8,2,0.25,0,Low,0.52
19489,1,Country_27,Swahili,None,Construction,12,5,0.76,1,High,0.63
19490,7,Country_38,Arabic,Primary,Plumbing,2,5,0.78,1,Medium,0.72
19491,7,Country_24,Swahili,Master,Healthcare,8,2,0.15,0,Medium,0.16
19492,5,Country_89,French,Primary,Engineering,9,5,0.06,1,High,0.75
19493,3,Country_30,Urdu,Bachelor,IT,13,3,0.61,1,Medium,0.75
19494,5,Country_40,Spanish,Secondary,IT,12,3,0.65,1,Medium,0.42
19495,4,Country_43,French,Master,Logistics,6,5,0.11,1,High,0.93
19496,1,Country_19,French,Bachelor,Healthcare,4,1,0.51,1,High,0.6
19497,6,Country_101,Urdu,None,Engineering,7,3,0.98,0,Low,0.18
19498,3,Country_41,French,Primary,IT,13,2,0.7,0,Medium,0.47
19499,7,Country_26,Arabic,None,Carpentry,2,1,0.54,1,Medium,0.56
19500,7,Country_31,Urdu,Bachelor,Agriculture,2,1,0.11,1,High,0.9
19501,4,Country_54,English,None,Engineering,23,5,0.84,0,High,0.72
19502,8,Country_48,Spanish,Primary,Logistics,3,4,0.7,1,Medium,0.63
19503,8,Country_76,Urdu,Bachelor,Agriculture,9,1,0.29,0,Low,0.5
19504,6,Country_109,Spanish,Secondary,Construction,19,4,0.43,1,Low,0.74
19505,7,Country_8,French,None,Engineering,4,2,0.26,0,Low,0.76
19506,1,Country_87,Arabic,None,Logistics,1,3,0.52,0,Low,0.33
19507,5,Country_59,Urdu,None,IT,8,3,0.4,0,Low,0.63
19508,3,Country_109,Arabic,Secondary,Logistics,24,5,0.99,1,High,0.38
19509,5,Country_80,Urdu,Master,Logistics,0,2,0.61,0,High,0.59
19510,6,Country_9,French,None,Carpentry,11,2,0.21,0,Low,0.18
19511,7,Country_68,Arabic,None,Healthcare,6,2,0.17,1,Medium,0.44
19512,8,Country_44,English,None,Construction,2,4,0.05,0,High,0.93
19513,4,Country_70,Swahili,Secondary,Plumbing,10,5,0.79,0,Low,0.07
19514,1,Country_66,Arabic,None,Plumbing,2,5,0.29,1,Medium,0.45
19515,7,Country_27,French,Primary,Healthcare,18,3,0.54,1,Medium,0.52
19516,6,Country_34,Urdu,Bachelor,Carpentry,1,4,0.51,0,Medium,0.01
19517,6,Country_53,Spanish,None,Healthcare,25,5,0.82,1,Low,0.25
19518,8,Country_16,English,Primary,Plumbing,5,4,0.71,1,Low,0.56
19519,3,Country_60,Urdu,Bachelor,Teaching,15,5,0.59,0,Low,0.88
19520,3,Country_85,Spanish,Secondary,Engineering,10,2,0.23,0,Medium,0.08
19521,1,Country_81,Swahili,Bachelor,Plumbing,6,3,0.94,1,Low,0.85
19522,8,Country_39,Dari,Primary,Carpentry,7,3,0.87,0,High,0.33
19523,5,Country_39,Swahili,Secondary,Teaching,15,1,0.5,1,Low,0.5
19524,7,Country_8,Arabic,None,Plumbing,10,5,0.38,0,Medium,0.99
19525,4,Country_27,Spanish,Secondary,Healthcare,25,4,0.86,1,Medium,0.26
19526,8,Country_45,English,Primary,Logistics,14,5,0.19,0,Low,0.69
19527,8,Country_112,Arabic,None,Construction,25,3,0.68,0,Low,0.66
19528,1,Country_115,Urdu,None,Construction,6,1,0.22,1,Medium,0.1
19529,4,Country_44,Spanish,Primary,Plumbing,9,3,0.35,0,Low,0.93
19530,5,Country_90,Swahili,Bachelor,Retail,17,1,0.91,1,High,0.46
19531,5,Country_94,Swahili,Secondary,Plumbing,20,2,0.96,1,Low,0.64
19532,4,Country_41,Spanish,Primary,Teaching,20,3,0.2,0,High,0.08
19533,7,Country_105,Arabic,Master,IT,25,4,0.49,1,Medium,0.33
19534,8,Country_106,Swahili,Master,Plumbing,8,3,0.59,0,Medium,0.34
19535,7,Country_109,Urdu,Master,Plumbing,23,4,0.41,1,High,0.28
19536,6,Country_116,Swahili,Bachelor,Agriculture,4,1,0.9,0,Medium,0.52
19537,8,Country_103,Dari,Master,Engineering,9,5,0.69,1,High,0.09
19538,8,Country_9,French,None,Construction,20,4,0.26,1,Low,0.29
19539,6,Country_33,Swahili,Secondary,IT,3,4,0.32,0,Medium,0.28
19540,2,Country_37,Spanish,Secondary,IT,22,1,0.51,1,High,0.98
19541,5,Country_20,Arabic,Secondary,Logistics,10,3,0.36,1,Low,0.04
19542,4,Country_81,Swahili,Bachelor,Logistics,19,1,0.43,1,Medium,0.2
19543,3,Country_41,English,None,IT,20,3,0.5,0,Medium,0.27
19544,8,Country_58,Dari,Bachelor,Plumbing,12,4,0.07,1,Low,0.9
19545,7,Country_71,English,Secondary,Construction,8,4,0.74,1,Low,0.13
19546,6,Country_23,Dari,Primary,Carpentry,24,1,0.79,0,Low,0.6
19547,3,Country_82,Arabic,Primary,Teaching,19,5,0.1,0,Medium,0.2
19548,2,Country_78,French,Primary,Logistics,9,2,0.19,1,Medium,0.17
19549,2,Country_17,Swahili,Secondary,Construction,10,2,0.61,1,High,1.0
19550,4,Country_51,Swahili,Secondary,Logistics,12,5,0.31,0,Medium,0.33
19551,2,Country_33,English,Primary,Engineering,16,5,0.27,1,High,0.31
19552,6,Country_80,Spanish,Primary,Retail,8,4,0.35,1,Low,0.09
19553,1,Country_103,Swahili,Master,IT,5,3,0.93,0,Medium,0.67
19554,1,Country_44,Swahili,Secondary,Logistics,7,5,0.69,0,Low,0.06
19555,4,Country_32,English,None,Carpentry,1,1,0.34,0,Low,0.33
19556,8,Country_67,Urdu,Primary,IT,0,3,0.97,1,Medium,0.14
19557,8,Country_16,Spanish,Master,Agriculture,5,2,0.77,0,Low,0.52
19558,3,Country_107,Arabic,Primary,Teaching,1,5,0.01,1,Medium,0.68
